Sat Jan  9 12:25:39 2021    spedup_fd_profile

         6693505 function calls (6671608 primitive calls) in 3.270 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     6610    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
     1289    0.001    0.000    0.001    0.000 z3.py:6444(__eq__)
     2169    0.001    0.000    0.001    0.000 build_model.py:285(__bool__)
     2104    0.001    0.000    0.001    0.000 z3.py:7307(is_finite_domain)
        6    0.000    0.000    0.001    0.000 parsing_functions.py:242(parse_action)
      313    0.000    0.000    0.001    0.000 greedy_join.py:57(compute_join_cost)
     1919    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
     1991    0.001    0.000    0.001    0.000 axiom_rules.py:247(register_literals)
     2104    0.001    0.000    0.001    0.000 z3.py:10130(is_string_value)
        2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:793(get_code)
      650    0.000    0.000    0.001    0.000 simplify.py:107(add_arc)
     2104    0.001    0.000    0.001    0.000 z3.py:9077(is_fprm)
     1300    0.001    0.000    0.001    0.000 sas_tasks.py:267(listify)
        1    0.000    0.000    0.001    0.001 invariant_finder.py:14(__init__)
      650    0.000    0.000    0.001    0.000 translate_and_scope.py:302(<listcomp>)
        1    0.000    0.000    0.001    0.001 build_model.py:11(convert_rules)
        6    0.000    0.000    0.001    0.000 invariant_finder.py:45(add_inequality_preconds)
     3530    0.001    0.000    0.001    0.000 build_model.py:94(<listcomp>)
        1    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
     1672    0.001    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
     3159    0.001    0.000    0.001    0.000 simplify.py:461(translate_pair)
     3530    0.001    0.000    0.001    0.000 build_model.py:101(<listcomp>)
     2570    0.001    0.000    0.001    0.000 translate_and_scope.py:99(number_of_values)
        2    0.000    0.000    0.001    0.000 translate_and_scope.py:64(strips_to_sas_dictionary)
      841    0.000    0.000    0.001    0.000 lisp_parser.py:20(tokenize)
     2104    0.001    0.000    0.001    0.000 {method 'getvalue' of '_io.StringIO' objects}
