Thu Dec 17 20:43:35 2020    time_profiles/minecraft_old

         103193809 function calls (102946142 primitive calls) in 36.397 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     6547    0.002    0.000    0.003    0.000 z3.py:2018(is_quantifier)
      709    0.001    0.000    0.003    0.000 z3.py:109(to_symbol)
      694    0.000    0.000    0.003    0.000 re.py:273(_compile)
        2    0.001    0.000    0.003    0.001 PDDL.py:20(scan_tokens)
        1    0.000    0.000    0.003    0.003 PDDL.py:90(parse_domain)
       91    0.000    0.000    0.003    0.000 z3.py:7758(__call__)
       91    0.000    0.000    0.003    0.000 z3.py:7741(apply)
     4379    0.002    0.000    0.002    0.000 z3printer.py:228(_get_precedence)
        6    0.000    0.000    0.002    0.000 scoping.py:9(<listcomp>)
       91    0.000    0.000    0.002    0.000 skill_classes.py:61(all_effects)
     6207    0.002    0.000    0.002    0.000 z3.py:1780(is_pattern)
       23    0.000    0.000    0.002    0.000 sre_compile.py:759(compile)
      709    0.001    0.000    0.002    0.000 z3core.py:1587(Z3_mk_string_symbol)
      444    0.001    0.000    0.002    0.000 {built-in method builtins.any}
       18    0.000    0.000    0.002    0.000 re.py:182(search)
       91    0.002    0.000    0.002    0.000 z3core.py:3643(Z3_tactic_apply)
      230    0.000    0.000    0.002    0.000 re.py:217(findall)
      165    0.000    0.000    0.002    0.000 PDDL.py:364(get_objects_of_type)
     3642    0.001    0.000    0.002    0.000 z3printer.py:208(_is_infix_compact)
      365    0.002    0.000    0.002    0.000 z3.py:478(_to_ast_array)
      182    0.000    0.000    0.002    0.000 z3.py:5197(__init__)
      709    0.001    0.000    0.001    0.000 z3core.py:1688(Z3_mk_const)
     1678    0.001    0.000    0.001    0.000 copy.py:66(copy)
     1094    0.001    0.000    0.001    0.000 z3.py:126(_get_args)
      165    0.000    0.000    0.001    0.000 PDDL.py:356(get_subtypes)
    17600    0.001    0.000    0.001    0.000 z3printer.py:296(is_string)
     9824    0.001    0.000    0.001    0.000 utils.py:85(<genexpr>)
     6207    0.001    0.000    0.001    0.000 z3printer.py:361(__init__)
       23    0.000    0.000    0.001    0.000 sre_parse.py:913(parse)
      165    0.000    0.000    0.001    0.000 PDDL.py:424(get_descendants)
       88    0.000    0.000    0.001    0.000 PDDLz3.py:18(<listcomp>)
    25/23    0.000    0.000    0.001    0.000 sre_parse.py:411(_parse_sub)
       91    0.000    0.000    0.001    0.000 z3.py:7703(__init__)
      230    0.001    0.000    0.001    0.000 {method 'findall' of 're.Pattern' objects}
    26/24    0.000    0.000    0.001    0.000 sre_parse.py:469(_parse)
    15035    0.001    0.000    0.001    0.000 z3printer.py:294(is_indent)
       91    0.000    0.000    0.001    0.000 z3.py:7642(__getitem__)
      444    0.000    0.000    0.001    0.000 re.py:207(split)
        1    0.000    0.000    0.001    0.001 PDDL.py:286(parse_problem)
        9    0.001    0.000    0.001    0.000 {built-in method io.open}
      975    0.001    0.000    0.001    0.000 utils.py:356(product_dict)
      363    0.001    0.000    0.001    0.000 z3core.py:1732(Z3_mk_not)
      153    0.000    0.000    0.001    0.000 z3.py:1313(_mk_bin)
     1649    0.001    0.000    0.001    0.000 PDDLz3.py:103(list_is_flat)
     7439    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
      270    0.001    0.000    0.001    0.000 z3core.py:1757(Z3_mk_and)
     1227    0.001    0.000    0.001    0.000 PDDLz3.py:100(list2var_str)
       23    0.000    0.000    0.001    0.000 sre_compile.py:598(_code)
       91    0.001    0.000    0.001    0.000 z3core.py:3346(Z3_mk_goal)
        6    0.001    0.000    0.001    0.000 {method 'read' of '_io.TextIOWrapper' objects}
      228    0.000    0.000    0.001    0.000 PDDL.py:413(get_children)
      130    0.000    0.000    0.001    0.000 z3.py:432(eq)
      316    0.000    0.000    0.001    0.000 z3core.py:3387(Z3_goal_formula)
     8772    0.001    0.000    0.001    0.000 z3printer.py:319(is_compose)
     2652    0.001    0.000    0.001    0.000 {built-in method builtins.min}
