Thu Dec 17 12:05:19 2020    time_profiles/monkey_07

         95027742 function calls (94875192 primitive calls) in 32.474 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.001    0.001 PDDL.py:20(scan_tokens)
      159    0.000    0.000    0.001    0.000 z3printer.py:416(seq)
      252    0.001    0.000    0.001    0.000 z3.py:478(_to_ast_array)
      241    0.000    0.000    0.001    0.000 PDDL.py:424(get_descendants)
      253    0.000    0.000    0.001    0.000 re.py:273(_compile)
     1606    0.001    0.000    0.001    0.000 utils.py:356(product_dict)
      137    0.000    0.000    0.001    0.000 re.py:217(findall)
       18    0.000    0.000    0.001    0.000 z3.py:1732(Or)
        1    0.000    0.000    0.001    0.001 utils.py:53(writeback_domain)
      497    0.001    0.000    0.001    0.000 z3core.py:1688(Z3_mk_const)
      430    0.000    0.000    0.001    0.000 z3printer.py:396(compose)
       17    0.000    0.000    0.001    0.000 z3printer.py:429(seq1)
     1389    0.001    0.000    0.001    0.000 copy.py:66(copy)
        1    0.000    0.000    0.001    0.001 z3.py:6493(__del__)
        1    0.001    0.001    0.001    0.001 z3core.py:3733(Z3_solver_dec_ref)
  254/159    0.000    0.000    0.001    0.000 z3printer.py:332(<listcomp>)
        9    0.000    0.000    0.001    0.000 sre_compile.py:759(compile)
      589    0.000    0.000    0.001    0.000 z3printer.py:312(__init__)
      151    0.000    0.000    0.001    0.000 z3printer.py:383(fits)
       18    0.000    0.000    0.001    0.000 z3.py:5369(add)
      234    0.001    0.000    0.001    0.000 z3core.py:1757(Z3_mk_and)
  246/151    0.000    0.000    0.001    0.000 z3printer.py:323(space_upto_nl)
       18    0.000    0.000    0.001    0.000 z3.py:5332(assert_exprs)
       56    0.001    0.000    0.001    0.000 z3core.py:3827(Z3_solver_check_assumptions)
       88    0.000    0.000    0.001    0.000 PDDLz3.py:18(<listcomp>)
        7    0.001    0.000    0.001    0.000 {built-in method io.open}
      252    0.000    0.000    0.001    0.000 z3.py:1693(_has_probe)
       88    0.000    0.000    0.001    0.000 z3printer.py:586(pp_int)
       56    0.000    0.000    0.001    0.000 z3.py:5304(get)
       59    0.000    0.000    0.001    0.000 z3.py:6531(pop)
        6    0.000    0.000    0.001    0.000 PDDLz3.py:95(<lambda>)
       59    0.001    0.000    0.001    0.000 z3core.py:3745(Z3_solver_pop)
       19    0.000    0.000    0.001    0.000 skill_classes.py:31(__eq__)
        6    0.000    0.000    0.001    0.000 z3.py:2252(__add__)
    25/17    0.000    0.000    0.001    0.000 z3printer.py:355(flat)
     4679    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
      241    0.000    0.000    0.001    0.000 PDDL.py:413(get_children)
      284    0.000    0.000    0.001    0.000 z3printer.py:554(is_infix_unary)
      213    0.000    0.000    0.001    0.000 z3core.py:1732(Z3_mk_not)
        6    0.000    0.000    0.001    0.000 PDDLz3.py:96(<lambda>)
       88    0.000    0.000    0.001    0.000 z3.py:2787(as_string)
      137    0.001    0.000    0.001    0.000 {method 'findall' of 're.Pattern' objects}
        9    0.000    0.000    0.001    0.000 sre_parse.py:913(parse)
        6    0.000    0.000    0.001    0.000 z3.py:2300(__sub__)
     1153    0.000    0.000    0.001    0.000 z3printer.py:380(space_upto_nl)
        4    0.000    0.000    0.001    0.000 re.py:182(search)
      589    0.000    0.000    0.000    0.000 z3printer.py:313(<listcomp>)
        1    0.000    0.000    0.000    0.000 PDDL.py:286(parse_problem)
     11/9    0.000    0.000    0.000    0.000 sre_parse.py:411(_parse_sub)
        3    0.000    0.000    0.000    0.000 z3.py:5489(<listcomp>)
       88    0.000    0.000    0.000    0.000 z3core.py:2847(Z3_get_numeral_string)
    12/10    0.000    0.000    0.000    0.000 sre_parse.py:469(_parse)
     2838    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      443    0.000    0.000    0.000    0.000 z3printer.py:542(is_infix)
        9    0.000    0.000    0.000    0.000 sre_compile.py:598(_code)
      110    0.000    0.000    0.000    0.000 re.py:207(split)
    25/17    0.000    0.000    0.000    0.000 z3printer.py:353(space_upto_nl)
       18    0.000    0.000    0.000    0.000 z3.py:7758(__call__)
       18    0.000    0.000    0.000    0.000 z3.py:7741(apply)
      110    0.000    0.000    0.000    0.000 {built-in method builtins.any}
      255    0.000    0.000    0.000    0.000 z3printer.py:369(flat)
        1    0.000    0.000    0.000    0.000 PDDL.py:207(domain2types)
      385    0.000    0.000    0.000    0.000 z3.py:126(_get_args)
       62    0.000    0.000    0.000    0.000 z3printer.py:341(flat)
      113    0.000    0.000    0.000    0.000 z3printer.py:481(pp_line_break)
      100    0.000    0.000    0.000    0.000 PDDLz3.py:237(extract_typed_objects)
        5    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
       18    0.000    0.000    0.000    0.000 PDDL.py:398(<listcomp>)
       18    0.000    0.000    0.000    0.000 z3core.py:3643(Z3_tactic_apply)
     1632    0.000    0.000    0.000    0.000 utils.py:85(<genexpr>)
        3    0.000    0.000    0.000    0.000 scoping.py:9(<listcomp>)
       36    0.000    0.000    0.000    0.000 z3.py:5197(__init__)
      301    0.000    0.000    0.000    0.000 z3printer.py:545(is_unary)
      443    0.000    0.000    0.000    0.000 z3printer.py:204(_is_infix)
        9    0.000    0.000    0.000    0.000 sre_compile.py:536(_compile_info)
       18    0.000    0.000    0.000    0.000 skill_classes.py:61(all_effects)
       18    0.000    0.000    0.000    0.000 z3.py:7642(__getitem__)
